,level_0,omoid,omonumber,bbl_x,buildingid,boro id,housenumber_x,streetname_x,boro_x,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta,full_address,Unnamed: 0,bbl_y,bldg#,m,direction,housenumber_y,streetname_y,street_type,zip,index,development,transfer_date,boro_y,units,old_merge,_merge
167,98115,5326898,EN22735,3043770001,809930,3,361,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,OMO Completed,635,3/21/23,0,3/27/23,,,FALSE,,,make all necessary repairs to make door self closing and install hinges at 2nd story fire stair case door. return door to proper working order total,East New York-New Lots,361 WORTMAN AVENUE,271,3043770001,16,M,,361,WORTMAN,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
168,125995,4796073,EJ20194,2029440001,46126,2,1805,CROTONA AVENUE,BRONX,1FL,Standing Building,DELEAD,OMO Completed,20,6/25/19,0,6/25/19,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East Tremont,1805 CROTONA AVENUE,951,2029440001,1,M,,1805,CROTONA PARK,ROAD,10461,989,MURPHY,12/27/18,BRONX,281,both,both
169,128719,5351504,EO02403,3043770001,807570,3,908,ASHFORD STREET,BROOKLYN,3B,Standing Building,DELEAD,OMO Completed,104,7/27/23,0,7/28/23,,,FALSE,,,perform total lead analysis of 13 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York-New Lots,908 ASHFORD STREET,274,3043770001,18,M,,908,ASHFORD,STREET,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
170,128827,5428359,EO27050,3013800034,376498,3,1598,STERLING PLACE,BROOKLYN,1B,Standing Building,GC,OMO Completed,"2,000",3/27/24,0,4/12/24,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2,Crown Heights (North),1598 STERLING PLACE,1151,3013800034,6,M,,1598,STERLING,PLACE,11213,1190,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
171,129143,5352274,EO02648,3043770001,809554,3,726,STANLEY AVENUE,BROOKLYN,,Standing Building,GC,Duplicate OMO,0,7/29/23,0,,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story install hinges, and make all neces",East New York-New Lots,726 STANLEY AVENUE,263,3043770001,13,,,726,STANLEY,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
172,129351,5403535,EO19013,3043550001,808713,3,2150,LINDEN BOULEVARD,BROOKLYN,,Standing Building,GC,OMO Completed,250.25,1/10/24,0,1/16/24,,,FALSE,,,"install hinges to make door self-closing at (at north wall to public stairs at public hall, 1st story). total doors= (1) contractor must contact h",East New York-New Lots,2150 LINDEN BOULEVARD,252,3043550001,1,,,2150,LINDEN,BOULEVARD,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
173,129424,5403231,EO18936,1021160033,5727,1,1970,AMSTERDAM AVENUE,MANHATTAN,2M,Standing Building,GC,OMO Completed,"1,800",1/9/24,0,1/25/24,,,FALSE,,,"at apt: 2m locations of work: bathroom trace, locate and properly repair the sources of concealed water leak(s) at ceiling and north wall in k",Washington Heights (South),1970 AMSTERDAM AVENUE,945,1021160033,1,M,,1970,AMSTERDAM,AVENUE,10032,984,MARSHALL PLAZA,1/10/23,MANHATTAN,180,both,both
174,129629,5403248,EO18937,1021160033,5727,1,1970,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,OMO Completed,"3,000",1/9/24,0,1/23/24,,,FALSE,,,"at apt: 13th story public hall locations of work: public hall trace, locate and properly repair the sources of concealed water leak(s) at cei",Washington Heights (South),1970 AMSTERDAM AVENUE,945,1021160033,1,M,,1970,AMSTERDAM,AVENUE,10032,984,MARSHALL PLAZA,1/10/23,MANHATTAN,180,both,both
175,130328,5436054,EO29466,3046720001,324051,3,1144,LENOX ROAD,BROOKLYN,3A,Standing Building,GC,No Access,"2,180",4/19/24,0,4/29/24,,,TRUE,,,"repair the broken or defective plastered surfaces and paint in a uniform color at ceiling in the kitchen located, at apt # 3a, 3rd story, 1st apart",East Flatbush-Remsen Village,1144 LENOX ROAD,876,3046720001,2,M,,1144,LENOX,ROAD,11212,915,LENOX ROAD-ROCKAWAY PARKWAY,11/28/23,BROOKLYN,74,both,both
176,130651,5331336,EN24799,1021320114,43315,1,511,WEST 177 STREET,MANHATTAN,,Standing Building,GC,Landlord Complied,"2,280",4/14/23,0,4/27/23,,,TRUE,,,nyc hpd emergency operations division   essential service work  make all necessary repairs to replace broken/defective door and jamb with new pr,Washington Heights (South),511 WEST 177 STREET,1225,1021320114,3,M,WEST,511,177,STREET,10033,1270,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),11/30/20,MANHATTAN,216,both,both
177,130771,5284434,EN07090,3043710001,809922,3,185,WORTMAN AVENUE,BROOKLYN,12G,Standing Building,GC,Tenant Refused Access,250.25,9/21/22,0,9/23/22,,,TRUE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 12g, 12th story,",East New York,185 WORTMAN AVENUE,903,3043710001,8,M,,185,WORTMAN,AVENUE,11207,917,LINDEN,12/28/21,BROOKLYN,1586,both,both
178,130887,5554528,EQ11111,1020370001,4186,1,2850,FREDERICK DOUGLASS BOULEVARD,MANHATTAN,CMN,Standing Building,DELEAD,,"9,027.03",10/29/25,0,11/7/25,,,FALSE,,,(doh  clean only)(apt#cmn) doh clean violation: thoroughly re-clean the following areas as per new york city health code section 173.14 and as noted,Harlem (North),2850 FREDERICK DOUGLASS BOULEVARD,601,1020370001,8,M,,2850,FREDERICK DOUGLASS,BOULEVARD,10039,640,HARLEM RIVER II ,2/17/22,MANHATTAN,116,both,both
179,131316,5408829,EO21212,3014390001,314099,3,2065,DEAN STREET,BROOKLYN,2A,Standing Building,PLUMB,No Access,"1,170",1/27/24,0,2/2/24,,,TRUE,,,nyc hpd emergency operations division  essential service work  ********************* heat and hot water related************************ at ba,Ocean Hill,2065 DEAN STREET,993,3014390001,5,M,,2065,DEAN,STREET,11233,1032,OCEAN HILL-BROWNSVILLE,11/28/23,BROOKLYN,125,both,both
180,131673,5436414,EO29598,3043710001,809922,3,185,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,Landlord Complied,587,4/22/24,0,5/1/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building entrance door, 1st story -repairs to ensure door is self closing an",East New York-New Lots,185 WORTMAN AVENUE,903,3043710001,8,M,,185,WORTMAN,AVENUE,11207,917,LINDEN,12/28/21,BROOKLYN,1586,both,both
181,131756,5450988,EO34361,3035080046,360190,3,682,RALPH AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,"1,565",6/5/24,0,6/10/24,,,TRUE,,,replacing the defective passage locks at bldg ent & vestibule doors. ***nyc hpd emergency operations division  ''essential service work''*** at,Brownsville,682 RALPH AVENUE,1026,3035080046,3,M,,682,RALPH,AVENUE,11212,1065,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
182,132353,5435716,EO29400,3013730046,362396,3,218,ROCHESTER AVENUE,BROOKLYN,,Standing Building,GC,Landlord Complied,800,4/19/24,0,5/1/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story make door self closing. install heavy d",Crown Heights (North),218 ROCHESTER AVENUE,1004,3013730046,5,M,,218,ROCHESTER,AVENUE,11213,1043,PARK ROCK REHAB,11/28/23,BROOKLYN,134,both,both
183,132373,5451534,EO34600,3045940064,365021,3,955,RUTLAND ROAD,BROOKLYN,,Standing Building,GC,Condition Different than Stated,987,6/6/24,0,6/14/24,,,TRUE,,,repairing the bldg ent & vestibule door to make self close and latch. ***nyc hpd emergency operations division  ''essential service work''***,East Flatbush-Remsen Village,955 RUTLAND ROAD,1035,3045940064,1,M,,955,RUTLAND,ROAD,11212,1074,RUTLAND TOWERS,11/28/23,BROOKLYN,61,both,both
184,132391,5271996,EN02160,4160020001,811148,4,54-15,ALMEDA AVENUE,QUEENS,1G,Standing Building,GC,Landlord Complied,250.25,7/21/22,0,8/16/22,,,TRUE,,,"nyc - ''essential hpd emergency operations service work'' division make the door self closing at the entrance located at apt 1g, 1s",Hammels-Arverne-Edgemere,54-15 ALMEDA AVENUE,983,4160020001,5,M,,54-15,ALMEDA,AVENUE,11692,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,both
185,132613,5327475,EN23062,3043770001,807570,3,908,ASHFORD STREET,BROOKLYN,3B,Standing Building,DELEAD,Work Partially Completed,"1,145",3/24/23,0,4/6/23,,,FALSE,,,"doh lead abatement violation: as per attached scope of work, thoroughly remove all lead violations as per new york city health order to abate the nui",East New York,908 ASHFORD STREET,274,3043770001,18,M,,908,ASHFORD,STREET,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
186,132714,5434553,EO28869,3046720001,324051,3,1144,LENOX ROAD,BROOKLYN,,Standing Building,GC,OMO Completed,680,4/16/24,0,4/22/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story make door self closing at buildi",East Flatbush-Remsen Village,1144 LENOX ROAD,876,3046720001,2,M,,1144,LENOX,ROAD,11212,915,LENOX ROAD-ROCKAWAY PARKWAY,11/28/23,BROOKLYN,74,both,both
187,132759,5406602,EO20364,1009330025,603,1,344,EAST 28 STREET,MANHATTAN,8E,Standing Building,GC,No Access,333.87,1/19/24,0,1/27/24,,,TRUE,,,"at the apt. 8e, at 8th story, entrance door, replace deffective hinges with new self closing hinges and ensure the door is self closing and latchin",Murray Hill-Kips Bay,344 EAST 28 STREET,3,1009330025,1,,EAST,344,28,STREET,10016,7,344 EAST 28TH STREET,11/30/20,MANHATTAN,225,both,both
188,132760,5406602,EO20364,1009330025,603,1,344,EAST 28 STREET,MANHATTAN,8E,Standing Building,GC,No Access,333.87,1/19/24,0,1/27/24,,,TRUE,,,"at the apt. 8e, at 8th story, entrance door, replace deffective hinges with new self closing hinges and ensure the door is self closing and latchin",Murray Hill-Kips Bay,344 EAST 28 STREET,5,1009330025,1,M,EAST,344,28,STREET,10016,7,344 EAST 28TH STREET,11/30/20,MANHATTAN,225,both,both
189,132773,5438221,EO30204,3013790008,376440,3,1448,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,800,4/25/24,0,5/3/24,,,FALSE,,,"vestibule door make all necessary repairs to make door self closing and latching, also install passage mortise lock at vestibule door. total doors=",Crown Heights (North),1448 STERLING PLACE,1146,3013790008,1,M,,1448,STERLING,PLACE,11213,1185,STERLING PLACE REHABS (STERLING-BUFFALO),11/28/23,BROOKLYN,125,both,both
190,133144,5452419,EO34955,2049050001,806644,2,1145,EAST 229 STREET,BRONX,,Standing Building,GC,Owner Refused Access,440,6/11/24,0,6/13/24,,,TRUE,,,"make door self closing at fire door 2b leading to stairway, public hall, 2nd story, section 1151 install hinges and passage to make door self-c",Eastchester-Edenwald-Baychester,1145 EAST 229 STREET,421,2049050001,16,,EAST,1145,229,STREET,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
191,133145,5452411,EO34947,2049050001,807145,2,1159,229 DRIVE NORTH,BRONX,,Standing Building,GC,OMO Completed,"3,015",6/11/24,0,6/13/24,,,FALSE,,,"make fire door self closing at stairwell b, public hall, 2nd story and install a new fire door at stairwell a, public hall, 1st story. 1)	install",Eastchester-Edenwald-Baychester,1159 229 DRIVE NORTH,482,2049050001,8,M,,1159,229 DRIVE,NORTH,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
192,133290,5328009,EN23235,1012210007,805761,1,133,WEST 90 STREET,MANHATTAN,6A,Standing Building,GC,No Access,333.87,3/28/23,0,4/17/23,,,TRUE,,,nyc hpd emergency operations division   essential service work  install hinges to make door self-closing at (apartment entrance 6a). total door,Upper West Side (Central),133 WEST 90 STREET,1480,1012210007,2,M,WEST,133,90,STREET,10024,1520,WISE TOWERS,11/30/20,MANHATTAN,399,both,both
193,133639,5436197,EO29556,3035320030,380678,3,104,TAPSCOTT STREET,BROOKLYN,,Standing Building,GC,No Access,490,4/19/24,0,4/26/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building entrance door, 1st story - repairing door in-order to make door sel",Brownsville,104 TAPSCOTT STREET,1,3035320030,1,M,,104,TAPSCOTT,STREET,11212,4,104-114 TAPSCOTT STREET,11/28/23,BROOKLYN,30,both,both
194,133902,5326216,EN22447,2031430155,806569,2,365,EAST 183 STREET,BRONX,2DT,Standing Building,DELEAD,OMO Completed,"1,125",3/16/23,0,4/13/23,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Fordham Heights,365 EAST 183 STREET,1194,2031430155,1,M,EAST,365,183,STREET,10457,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
195,133903,5326216,EN22447,2031430155,806569,2,365,EAST 183 STREET,BRONX,2DT,Standing Building,DELEAD,OMO Completed,"1,125",3/16/23,0,4/13/23,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Fordham Heights,365 EAST 183 STREET,1196,2031430155,1,M,EAST,365,183,STREET,10457,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
196,133904,5326216,EN22447,2031430155,806569,2,365,EAST 183 STREET,BRONX,2DT,Standing Building,DELEAD,OMO Completed,"1,125",3/16/23,0,4/13/23,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,Fordham Heights,365 EAST 183 STREET,1198,2031430155,1,M,EAST,365,183,STREET,10458,1226,TWIN PARKS WEST (SITES 1 & 2),10/31/18,BRONX,312,both,both
197,133950,5330183,EN24227,3043770001,807570,3,908,ASHFORD STREET,BROOKLYN,3B,Standing Building,DELEAD,OMO Completed,72,4/7/23,0,4/10/23,,,FALSE,,,perform total lead analysis of 09 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York,908 ASHFORD STREET,274,3043770001,18,M,,908,ASHFORD,STREET,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
198,133983,5451932,EO34739,2022870135,63320,2,480,EAST 143 STREET,BRONX,,Standing Building,GC,No Access,575,6/7/24,0,6/21/24,,,TRUE,,,at door leading to roof bulkhead nyc hpd emergency operations division-essential service work. at door leading to roof bulkhead properly,Mott Haven-Port Morris,480 EAST 143 STREET,190,2022870135,1,M,EAST,480,143,STREET,10454,198,BETANCES IV,11/16/18,BRONX,282,both,both
199,134065,5330184,EN24228,2022910023,806499,2,413,EAST 146 STREET,BRONX,,Standing Building,GC,OMO Completed,"1,290",4/7/23,0,4/14/23,,,FALSE,,,nyc hpd emergency operations division  essential service work public hall: at 2nd story public hall hopper chute door: remove the defectiv,Mott Haven-Port Morris,413 EAST 146 STREET,223,2022910023,7,M,EAST,413,146,STREET,10455,200,BETANCES IV,11/16/18,BRONX,282,both,both
200,134104,5453117,EO35185,1021160033,5727,1,1970,AMSTERDAM AVENUE,MANHATTAN,,Standing Building,GC,OMO Completed,"6,848",6/12/24,0,6/17/24,,,FALSE,,,defective hinges at public hallway doors 1) at basement door at north replace defective hinges with new self closing hinges..install new passage lock,Washington Heights (South),1970 AMSTERDAM AVENUE,945,1021160033,1,M,,1970,AMSTERDAM,AVENUE,10032,984,MARSHALL PLAZA,1/10/23,MANHATTAN,180,both,both
201,134193,5331112,EN24703,3021720001,877761,3,123,TAYLOR STREET,BROOKLYN,17F,Standing Building,DELEAD,OMO Completed,"1,125",4/13/23,0,4/15/23,,,FALSE,,,erp doh lead abatement violation: as per rc # and attached scope of work thoroughly remove all lead violations as per new york city health order to a,Williamsburg,123 TAYLOR STREET,863,3021720001,3,,,123,TAYLOR,STREET,11249,897,INDEPENDENCE,2/12/20,BROOKLYN,744,both,both
202,134410,5454810,EO35711,3035080046,360190,3,682,RALPH AVENUE,BROOKLYN,1C,Standing Building,GC,No Access,"3,500",6/19/24,0,6/26/24,,,TRUE,,,at apt # 1c location: at room east ( 3) ****** property leased to private management by nycha****** repair active water leak and broken plaste,Brownsville,682 RALPH AVENUE,1026,3035080046,3,M,,682,RALPH,AVENUE,11212,1065,RALPH AVENUE REHAB,11/28/23,BROOKLYN,118,both,both
203,134634,5454960,EO35744,3043550001,809553,3,725,STANLEY AVENUE,BROOKLYN,11D,Standing Building,DELEAD,OMO Completed,"2,000",6/20/24,0,6/25/24,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York-New Lots,725 STANLEY AVENUE,280,3043550001,5,M,,725,STANLEY,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
204,135113,5456135,EO36015,2049050001,806906,2,1961,SCHIEFFELIN AVENUE,BRONX,,Standing Building,GC,Owner Refused Access,460,6/25/24,0,7/1/24,,,TRUE,,,make building entrance door self closing install heavy duty door closer and make necessary adjustment to make door self-closing at building entrance,Eastchester-Edenwald-Baychester,1961 SCHIEFFELIN AVENUE,479,2049050001,6,M,,1961,SCHIEFFELIN,AVENUE,10466,446,EDENWALD,6/27/23,BRONX,2039,both,both
205,135332,5457557,EO36558,3043770001,809930,3,361,WORTMAN AVENUE,BROOKLYN,,Standing Building,GC,Owner Refused Access,880,6/28/24,0,7/5/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story. make self closing install heavy",East New York-New Lots,361 WORTMAN AVENUE,271,3043770001,16,M,,361,WORTMAN,AVENUE,11207,266,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
206,135494,5450051,EO34129,3043550001,809553,3,725,STANLEY AVENUE,BROOKLYN,11D,Standing Building,GC,OMO Completed,330,6/3/24,0,9/18/24,,,FALSE,,,"apt# as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. install total of one (1)",East New York-New Lots,725 STANLEY AVENUE,280,3043550001,5,M,,725,STANLEY,AVENUE,11207,260,BOULEVARD,12/28/21,BROOKLYN,1441,both,both
207,135700,5478271,EP06750,3013790011,376441,3,1452,STERLING PLACE,BROOKLYN,,Standing Building,GC,OMO Completed,575,9/13/24,0,9/18/24,,,FALSE,,,"at vetibule door, provide and install door closer. ensure door self closes total doors= 1 all work must be done as per hpd specifications.",Crown Heights (North),1452 STERLING PLACE,1147,3013790011,2,M,,1452,STERLING,PLACE,11213,1186,SUTTER AVENUE-UNION STREET,11/28/23,BROOKLYN,100,both,both
208,146305,1143381,E404744,3017980077,325050,3,305,LEXINGTON AVENUE,BROOKLYN,2B,Standing Building,DELEAD,OMO Completed,8.4,9/11/03,0,9/15/03,,,FALSE,,,"as per mini rc #k315239 (iatl), perform total lead analysis of 02 dust wipe sample(s) via environmental protection agency (epa) sw845-3050-7420 metho",Bedford,305 LEXINGTON AVENUE,933,3017980077,2,,,305,LEXINGTON,AVENUE,11216,972,MARCY AVENUE-GREENE AVENUE SITE B,2/12/20,BROOKLYN,30,both,both
209,150304,1227682,E414565,3037240029,809172,3,2155,PITKIN AVENUE,BROOKLYN,2-A,Standing Building,INTCOM,OMO Completed,350,1/27/04,0,2/5/04,,,FALSE,,,apartment 2a: provide and install a new entrance mortise lock to replace the defective lock at apartment. note: contractor must contact hpd @(718,East New York,2155 PITKIN AVENUE,510,3037240029,6,M,,2155,PITKIN,AVENUE,11207,549,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,both
210,150557,1231683,E415289,3013790031,376474,3,1506,STERLING PLACE,BROOKLYN,4-B,Standing Building,GC,OMO Completed,"1,430",2/2/04,0,2/6/04,,,FALSE,,,repair all defective cracks in parapet walls and both roofs. approx. (100 sq. ft.) to prevent water leak on the top apt's. demo and repair defectiv,Crown Heights North,1506 STERLING PLACE,1143,3013790031,3,M,,1506,STERLING,PLACE,11213,1182,STERLING PLACE REHABS (SAINT JOHNS-STERLING),11/28/23,BROOKLYN,83,both,both
