,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open
163,ARMSTRONG I,BROOKLYN,371,2/12/20,354 CLIFTON PLACE,354.0,CLIFTON PLACE,354 CLIFTON PLACE,14760398,222675,821641.0,3,354,354,354,CLIFTON PLACE,B,2021-09-02,2022-01-01,02/21/2022,02/07/2022,,,01/03/2024,550.0,7595591.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPROX. 2 SQ.FT, AND WEST WALL 2 SQ.FT, TOTAL 4 SQ.FT IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH ORIGINAL VIOLATION 14529154 ISSUED 02-SEP-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).",2022-01-03,4.0,NOV CERTIFIED LATE,2024-01-03,Original,Open,N,2021,2022.0,2025-10-06,1372.0
208,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14547600,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-09-11,2021-09-12,11/01/2021,10/18/2021,,,11/02/2021,988.0,7473424.0,"§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT CEILING IN THE 4th ROOM FROM NORTH LOCATED AT APT B LOWER LEVEL, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-09-13,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,835.0
209,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14547604,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-09-11,2021-09-11,11/01/2021,10/18/2021,,,11/02/2021,808.0,7473424.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT CEILING AND EAST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-09-13,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,835.0
214,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14547603,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-09-11,2021-09-11,11/01/2021,10/18/2021,,,11/02/2021,808.0,7473424.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-09-13,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,835.0
223,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14547601,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-09-11,2021-09-11,11/01/2021,10/18/2021,,,11/02/2021,898.0,7473424.0,"§ 27-2026 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTELINE UNDER SINK IN THE KITCHEN LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-09-13,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,835.0
224,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14547602,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-09-11,2021-09-11,11/01/2021,10/18/2021,,,11/02/2021,808.0,7473424.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT CEILING AND EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-09-13,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,835.0
236,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14649161,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-10-29,2021-10-29,12/20/2021,12/06/2021,,,11/09/2021,801.0,7532058.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR THE BROKEN OR DEFECTIVE METAL RADIATOR COVER IN THE 1st ROOM FROM NORTH LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,786.0
237,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,15325135,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,C,2022-08-23,2022-08-24,09/07/2022,08/31/2022,,,09/09/2022,851.0,8015944.0,"§ 27-2010,2011,2012 ADMIN. CODE: CLEANSE AND DISINFECT TO THE SATISFACTION OF THIS DEPARTMENT AFTER REMOVING THE AT FLOOR THRU OUT AT CELLAR",2022-08-25,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2022,2022.0,2025-10-06,489.0
249,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14547605,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-09-11,2021-09-11,11/01/2021,10/18/2021,,,11/02/2021,808.0,7473424.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT WEST WALL IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-09-13,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,835.0
250,ARMSTRONG I,BROOKLYN,371,2/12/20,302 LEXINGTON AVENUE,302.0,LEXINGTON AVENUE,302 LEXINGTON AVENUE,14649158,325048,821661.0,3,302,302,302,LEXINGTON AVENUE,B,2021-10-29,2021-10-30,12/20/2021,12/06/2021,,,11/09/2021,808.0,7532058.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR THE CEILING AND EAST WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,19.0,VIOLATION CLOSED,2023-12-27,Original,Close,N,2021,2021.0,2025-10-06,786.0
256,ARMSTRONG I,BROOKLYN,371,2/12/20,294 LEXINGTON AVENUE,294.0,LEXINGTON AVENUE,294 LEXINGTON AVENUE,15293013,325044,821657.0,3,294,294,294,LEXINGTON AVENUE,B,2022-08-05,2022-08-08,09/27/2022,09/13/2022,,,09/26/2022,883.0,7999073.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND NORTH WALL IN THE BATHROOM LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2022-08-09,21.0,NOT COMPLIED WITH,2023-12-06,Original,Open,N,2022,2022.0,2025-10-06,1154.0
257,ARMSTRONG I,BROOKLYN,371,2/12/20,294 LEXINGTON AVENUE,294.0,LEXINGTON AVENUE,294 LEXINGTON AVENUE,15293015,325044,821657.0,3,294,294,294,LEXINGTON AVENUE,B,2022-08-05,2022-08-08,09/27/2022,09/13/2022,,,09/26/2022,808.0,7999073.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR THE CEILING AND NORTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2022-08-09,21.0,NOT COMPLIED WITH,2023-12-06,Original,Open,N,2022,2022.0,2025-10-06,1154.0
278,ARMSTRONG I,BROOKLYN,371,2/12/20,294 LEXINGTON AVENUE,294.0,LEXINGTON AVENUE,294 LEXINGTON AVENUE,15293019,325044,821657.0,3,294,294,294,LEXINGTON AVENUE,B,2022-08-05,2022-08-08,09/27/2022,09/13/2022,,,09/26/2022,879.0,7999073.0,"§ 27-2026 ADMIN. CODE: REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK IN THE KITCHEN LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2022-08-09,21.0,NOT COMPLIED WITH,2023-12-06,Original,Open,N,2022,2022.0,2025-10-06,1154.0
283,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405286,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,806.0,7390660.0,"§ 27-2005 ADMIN. CODE: REPLACE WITH NEW THE MISSING HANDRAIL AT STAIRCASE FROM LOWER TO UPPER LEVEL LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
284,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405270,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,801.0,7390660.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE 1st ROOM FROM NORTH LOCATED AT APT A UPPER LEVEL, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
286,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405641,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,1502.0,7390660.0,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT A UPPER LEVEL, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
288,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405685,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,808.0,7390660.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT NORTH ,EAST AND WEST WALLS IN THE FOYER LOCATED AT APT A LOWER LEVEL, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
290,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405178,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,808.0,7390660.0,"§ 27-2005 ADMIN. CODE: REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN UNIFORM COLOR AT NORTH WALL IN NORTH 1ST CLOSET IN THE PRIVATE HALLWAY LOCATED AT APT A UPPER LEVEL, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''FRONT''",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
293,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405645,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,869.0,7390660.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
295,ARMSTRONG I,BROOKLYN,371,2/12/20,288 LEXINGTON AVENUE,288.0,LEXINGTON AVENUE,288 LEXINGTON AVENUE,14405586,325040,821654.0,3,288,288,288,LEXINGTON AVENUE,B,2021-06-24,2021-06-28,08/16/2021,08/02/2021,,,08/17/2021,801.0,7390660.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR THE BROKEN OR DEFECTIVE DOOR KNOB ON APARTMENT ENTRNACE DOOR TO REAR YARD AT NORTH LOCATED AT APT A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-06-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-12-06,Original,Open,N,2021,2021.0,2025-10-06,1561.0
308,ARMSTRONG I,BROOKLYN,371,2/12/20,310 LEXINGTON AVENUE,310.0,LEXINGTON AVENUE,310 LEXINGTON AVENUE,14795518,325052,389258.0,3,310,310,310,LEXINGTON AVENUE,C,2022-01-28,2022-01-28,03/03/2022,02/26/2022,,,,530.0,7623691.0,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE (FIRE DOOR 1ST FROM WEST AT NORTH) AT PUBLIC HALL, 4th STORY",2022-01-31,19.0,VIOLATION CLOSED,2023-11-20,Original,Close,N,2022,2022.0,2025-10-06,658.0
311,ARMSTRONG I,BROOKLYN,371,2/12/20,310 LEXINGTON AVENUE,310.0,LEXINGTON AVENUE,310 LEXINGTON AVENUE,14772033,325052,389258.0,3,310,310,310,LEXINGTON AVENUE,C,2022-01-14,2022-01-15,02/18/2022,02/13/2022,,,,530.0,7609022.0,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LEADING TO (FIRE STAIRS 1ST FROM WEST AT NORTH) AT PUBLIC HALL, 4th STORY",2022-01-18,19.0,VIOLATION CLOSED,2023-11-20,Original,Close,N,2022,2022.0,2025-10-06,671.0
312,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,13814892,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,A,2020-09-15,2020-09-18,01/08/2021,12/25/2020,,,,556.0,6961032.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AT PUBLIC HALL, 1st STORY",2020-09-21,19.0,VIOLATION CLOSED,2022-08-15,Original,Close,N,2020,2020.0,2025-10-06,693.0
313,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,13814893,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,B,2020-09-15,2020-09-18,11/09/2020,10/26/2020,,,04/19/2021,538.0,6961033.0,"§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF HOUSEHOLD ITEMS AT PUBLIC HALL, 1st STORY",2020-09-21,19.0,VIOLATION CLOSED,2022-08-15,Original,Close,Y,2020,2020.0,2025-10-06,693.0
314,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,13816874,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,B,2020-09-13,2020-09-17,11/06/2020,10/23/2020,,,04/19/2021,508.0,6959691.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",2020-09-18,19.0,VIOLATION CLOSED,2022-08-15,Original,Close,N,2020,2020.0,2025-10-06,696.0
319,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,13814890,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,A,2020-09-15,2020-09-18,01/08/2021,12/25/2020,,,,502.0,6961032.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL, ALL WALLS AT PUBLIC HALL, 1st STORY",2020-09-21,19.0,VIOLATION CLOSED,2022-08-15,Original,Close,N,2020,2020.0,2025-10-06,693.0
327,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,13811340,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,B,2020-09-13,2020-09-19,11/09/2020,10/26/2020,,,,649.0,6961679.0,"§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN BATHTUB WASTE LINE IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",2020-09-21,19.0,VIOLATION CLOSED,2022-08-15,Original,Close,Y,2020,2020.0,2025-10-06,693.0
328,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,13814888,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,B,2020-09-15,2020-09-16,11/05/2020,10/22/2020,,,,571.0,6958660.0,"§ 27-2021 ADM CODE PROVIDE SUFFICIENT, PROPER AND SEPARATE METAL RECEPTACLES FOR THE DEPOSIT OF GARBAGE, RUBBISH AND OTHER WASTE MATERIAL AND ARRANGE FOR COLLECTION AND DISPOSAL OF SUCH MATERIAL.",2020-09-17,19.0,VIOLATION CLOSED,2022-08-15,Original,Close,N,2020,2020.0,2025-10-06,697.0
331,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,14782388,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,B,2022-01-19,2022-01-19,03/10/2022,02/24/2022,,,,550.0,7612084.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING APPRX 10 SQUARE FEET IN THE 4th ROOM FROM EAST AT SOUTH LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''336''",2022-01-20,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-11-27,Original,Open,N,2022,2022.0,2025-10-06,1355.0
333,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,330.0,LEXINGTON AVENUE,330 LEXINGTON AVENUE,14782390,325055,389257.0,3,330,330,330,LEXINGTON AVENUE,C,2022-01-19,2022-01-19,02/20/2022,02/15/2022,,,,568.0,7612086.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION ''336''",2022-01-20,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-11-27,Original,Open,N,2022,2022.0,2025-10-06,1355.0
345,ARMSTRONG I,BROOKLYN,371,2/12/20,435 GATES AVENUE,435.0,GATES AVENUE,435 GATES AVENUE,14634500,299413,389239.0,3,435,435,435,GATES AVENUE,B,2021-10-23,2021-10-23,12/13/2021,11/29/2021,,,,508.0,7524410.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH WALL AND CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2021-10-25,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-11-28,Original,Open,N,2021,2021.0,2025-10-06,1442.0
346,ARMSTRONG I,BROOKLYN,371,2/12/20,435 GATES AVENUE,435.0,GATES AVENUE,435 GATES AVENUE,14634501,299413,389239.0,3,435,435,435,GATES AVENUE,B,2021-10-23,2021-10-23,12/13/2021,11/29/2021,,,,583.0,7524410.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT SOUTH WALL AND CEILING IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2021-10-25,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2023-11-28,Original,Open,N,2021,2021.0,2025-10-06,1442.0
376,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13843233,995621,389215.0,3,441,441,441,GATES AVENUE,C,2020-10-01,2020-10-02,10/18/2020,10/11/2020,,,,671.0,6973781.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ... AT PUBLIC HALL, 1st STORY",2020-10-05,19.0,VIOLATION CLOSED,2023-12-04,Original,Close,N,2020,2020.0,2025-10-06,1155.0
377,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842556,995621,389215.0,3,441,441,441,GATES AVENUE,B,2020-10-01,2020-10-05,11/24/2020,11/10/2020,,,04/19/2021,507.0,6975733.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-06,21.0,NOT COMPLIED WITH,2023-12-11,Original,Open,Y,2020,2020.0,2025-10-06,1826.0
379,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842639,995621,389215.0,3,441,441,441,GATES AVENUE,C,2020-10-01,2020-10-02,11/05/2020,10/31/2020,,,04/19/2021,569.0,6973782.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-05,19.0,VIOLATION CLOSED,2024-01-18,Original,Close,N,2020,2020.0,2025-10-06,1200.0
382,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842608,995621,389215.0,3,441,441,441,GATES AVENUE,B,2020-10-01,2020-10-02,11/23/2020,11/09/2020,,,,509.0,6973780.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE RADIATOR AT SOUTH WALL IN THE 3rd ROOM FROM EAST LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-05,19.0,VIOLATION CLOSED,2023-12-11,Original,Close,N,2020,2020.0,2025-10-06,1162.0
383,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842516,995621,389215.0,3,441,441,441,GATES AVENUE,B,2020-10-01,2020-10-02,11/23/2020,11/09/2020,,,,508.0,6973780.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-05,19.0,VIOLATION CLOSED,2023-12-11,Original,Close,N,2020,2020.0,2025-10-06,1162.0
384,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842610,995621,389215.0,3,441,441,441,GATES AVENUE,B,2020-10-01,2020-10-02,11/23/2020,11/09/2020,,,,509.0,6973780.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE RADIATOR AT SOUTH WALL IN THE 4th ROOM FROM EAST AT SOUTH LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-05,19.0,VIOLATION CLOSED,2023-12-11,Original,Close,N,2020,2020.0,2025-10-06,1162.0
385,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842656,995621,389215.0,3,441,441,441,GATES AVENUE,C,2020-10-01,2020-10-02,11/05/2020,10/31/2020,,,04/19/2021,568.0,6973782.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-05,21.0,NOT COMPLIED WITH,2023-12-11,Original,Open,N,2020,2020.0,2025-10-06,1827.0
386,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,441.0,GATES AVENUE,441 GATES AVENUE,13842668,995621,389215.0,3,441,441,441,GATES AVENUE,B,2020-10-01,2020-10-02,11/23/2020,11/09/2020,,,,501.0,6973780.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 4A, 4th STORY, APARTMENT AT WEST",2020-10-05,19.0,VIOLATION CLOSED,2023-12-11,Original,Close,N,2020,2020.0,2025-10-06,1162.0
